World_X,World_Y,World_Z,Image_X,Image_Y,Camera_Z
9.460123062133789,-22.79652976989746,-102.7412338256836,158.4223407703005,309.53878839913114,-320.4754878681307
35.135318756103516,-41.1285400390625,-91.99156951904297,192.78391916402214,244.46843167981916,-324.8127479354662
24.913267135620117,-63.41144561767578,-57.26049041748047,252.906608512573,223.61191364711414,-293.49434843645594
11.574165344238281,-80.37953186035156,-36.30665969848633,308.19756807884306,224.2139103250198,-272.2295138618657
6.444902420043945,-93.48470306396484,-24.419471740722656,351.2304257383365,217.9758756488808,-261.79364945573894
27.86547088623047,-27.864673614501953,-85.5152816772461,165.4739437721149,255.24341727050017,-313.675368867351
24.114883422851562,-36.10301971435547,-23.729984283447266,190.1659071794104,188.04647479064022,-258.45795100008945
26.697017669677734,-48.845001220703125,14.80356216430664,233.20614633384585,115.23630755156302,-227.40841860941265
24.575424194335938,-60.651668548583984,34.277671813964844,279.330198412547,78.50811500589617,-211.2317076509132
24.594829559326172,-67.48316955566406,47.30222702026367,309.6989074641369,46.854347605486,-200.82484585861425
17.341859817504883,-22.846187591552734,-81.578125,156.44218997704573,274.2875223925508,-304.89552901615224
2.576883316040039,-37.09212112426758,-25.716793060302734,200.21272910938603,242.84910428364623,-251.42623342000832
-3.536139488220215,-56.58207702636719,13.385337829589844,272.33194183185515,196.90237903235948,-217.43139521769706
-6.74940299987793,-77.57178497314453,28.83423614501953,352.3401692547864,173.45791681032455,-206.0035754108968
-3.9952917098999023,-88.01788330078125,40.851314544677734,396.32645194152474,139.0677917475292,-198.27043399424835
7.52364444732666,-22.17104721069336,-79.59907531738281,157.19930380465433,293.6547641377948,-298.9194475347483
-17.23605728149414,-39.549800872802734,-36.69884490966797,212.7058800509036,305.5009902419249,-253.3939406265613
-31.43714141845703,-69.73556518554688,-12.684276580810547,315.2715782432791,308.33475413125484,-231.3634235387198
-37.547325134277344,-92.28812408447266,-3.346729278564453,393.73017653023805,307.6275482278842,-224.4531148639724
-41.684776306152344,-108.95523071289062,-3.3334970474243164,446.5710659012679,314.0490714244087,-225.64632310442084
-2.402355194091797,-25.037633895874023,-81.02289581298828,166.57615279298892,316.0962223564617,-296.55576102180754
-27.361608505249023,-51.23991394042969,-49.83961868286133,245.45107096743035,340.7233130783203,-262.9475539684214
-33.08411407470703,-83.12610626220703,-43.53733825683594,335.1781037539264,339.768687134488,-260.5463634654988
-31.530231475830078,-101.22029876708984,-41.35429382324219,382.6732970618405,328.1936262042497,-262.427564225206
-30.807308197021484,-115.76215362548828,-39.91801071166992,420.43967442055504,320.63666764892713,-264.00399512143
