World_X,World_Y,World_Z,Image_X,Image_Y,Camera_Z
9.460123062133789,-22.79652976989746,-102.7412338256836,153.55255018634622,344.9725148255377,-374.2861994515871
35.135318756103516,-41.1285400390625,-91.99156951904297,160.55583261955417,286.91031705418936,-388.87537372627025
24.913267135620117,-63.41144561767578,-57.26049041748047,221.88983245462853,246.91009898922698,-375.8739327055042
11.574165344238281,-80.37953186035156,-36.30665969848633,274.2184948730144,229.29942353051405,-367.43971511107117
6.444902420043945,-93.48470306396484,-24.419471740722656,306.66076097579634,214.17372117111194,-365.82184901167693
27.86547088623047,-27.864673614501953,-85.5152816772461,150.6552952570656,296.33482231501335,-373.2910055788149
24.114883422851562,-36.10301971435547,-23.729984283447266,201.06838319977072,215.0491634308056,-335.93329915069967
26.697017669677734,-48.845001220703125,14.80356216430664,244.76944138035537,144.55596537756912,-319.3955861656002
24.575424194335938,-60.651668548583984,34.277671813964844,282.03708127663555,109.3275799342909,-313.0916282205693
24.594829559326172,-67.48316955566406,47.30222702026367,304.0742046495585,83.22337682170831,-308.7667060528335
17.341859817504883,-22.846187591552734,-81.578125,155.5199703591741,309.33401987556914,-363.3432071015168
2.576883316040039,-37.09212112426758,-25.716793060302734,227.73604912590196,249.11613934762363,-329.39745568954174
-3.536139488220215,-56.58207702636719,13.385337829589844,297.0555159726154,188.0371278686914,-313.3355109579358
-6.74940299987793,-77.57178497314453,28.83423614501953,347.5114993033852,157.97538909431796,-315.1032043871858
-3.9952917098999023,-88.01788330078125,40.851314544677734,370.33375146998304,129.342626516007,-314.8182271796247
7.52364444732666,-22.17104721069336,-79.59907531738281,165.92761455631447,321.59266768789655,-357.73051061672174
-17.23605728149414,-39.549800872802734,-36.69884490966797,248.96575966760165,293.31939659532486,-330.45696258243845
-31.43714141845703,-69.73556518554688,-12.684276580810547,332.6259242381197,263.5127250784514,-328.0294361186992
-37.547325134277344,-92.28812408447266,-3.346729278564453,380.82358801390546,246.73517053233917,-333.71282238739514
-41.684776306152344,-108.95523071289062,-3.3334970474243164,407.8458200059021,243.92620627877307,-342.6441962432945
-2.402355194091797,-25.037633895874023,-81.02289581298828,180.60523308238976,336.0666453047577,-356.5853632680642
-27.361608505249023,-51.23991394042969,-49.83961868286133,270.0421468683441,318.4712691349237,-342.62411897749325
-33.08411407470703,-83.12610626220703,-43.53733825683594,326.86389719831203,299.0696924331114,-356.3988565646699
-31.530231475830078,-101.22029876708984,-41.35429382324219,349.96064362505933,283.73202888322,-367.03383836090893
-30.807308197021484,-115.76215362548828,-39.91801071166992,367.960136621829,273.13251349756445,-375.5854113246704
