192.7483601254835,249.41298258827868
254.82430976452855,233.95729177824137
307.2319037656456,238.48786002084705
348.0177292345612,237.16908129541986
166.65617649388906,252.45797146460802
208.06293125756088,182.81469340419915
263.05041907931684,117.51840634176386
311.50345562261833,88.67218711963261
343.8582703208037,63.603881945059015
155.8496214274267,266.5813512254918
209.01810015703379,231.25723229931373
286.67769147343483,190.83636393568293
362.2295066679535,179.0710298882559
406.10093089567494,153.62910653965343
153.78424650418378,283.2522522832437
209.50237733876517,290.77518382544963
305.8489706123497,302.3668537221414
377.49373359364836,311.71702969692774
423.7507864281435,326.59275481778207
158.76902846515512,305.1399711477377
232.3073670896371,331.81586633376475
315.37372111962077,344.9694092169235
360.3480253196091,342.66379772027597
395.67200238714935,342.37914929028864
